[2026-04-10 09:37:21] INTERESTING | Clean Mismatch Found!
[2026-04-17 11:16:50] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:50] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:50] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:50] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:50] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:50] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:50] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:50] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:50] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:50] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:51] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:51] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:51] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:51] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:52] INTERESTING | Clean Mismatch Found!
[2026-04-17 11:16:52] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:52] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:52] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:52] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:52] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:53] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:53] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:53] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:53] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:53] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:53] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:53] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:53] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:54] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:54] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:54] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:54] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:55] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:55] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:55] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:55] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:55] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:55] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:55] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:56] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:56] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:56] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:58] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:58] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:16:58] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:58] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:59] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:59] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:16:59] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:00] INTERESTING | Clean Mismatch Found!
[2026-04-17 11:17:01] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:01] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:01] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:01] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:02] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:02] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:02] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:03] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:03] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:03] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:03] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:03] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:03] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:04] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:04] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:04] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:05] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:06] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:06] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:06] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:06] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-17 11:17:06] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-17 11:17:06] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-17 11:17:06] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-17 11:17:06] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:06] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:06] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:06] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:08] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:08] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:09] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:10] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:10] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:10] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:10] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:10] INTERESTING | Clean Mismatch Found!
[2026-04-17 11:17:10] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:10] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:11] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:11] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:11] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:11] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:11] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:11] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:11] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:11] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:12] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:12] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:12] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:13] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:13] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:13] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:14] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:14] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:15] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:15] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:15] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:15] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:15] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:15] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:16] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:16] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:17] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:17] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:18] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:18] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:18] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:18] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:18] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:19] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:19] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:19] REJECTED | Timeout
[2026-04-17 11:17:19] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:19] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-17 11:17:20] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:20] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:21] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:21] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:21] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:21] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:21] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:21] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:21] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:21] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:22] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:22] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-17 11:17:22] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:23] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:23] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:23] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:23] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:23] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:23] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:23] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:23] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:23] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:23] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:23] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:25] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:25] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:25] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:25] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:25] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:25] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:25] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:25] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:25] REJECTED | Timeout
[2026-04-17 11:17:25] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:25] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:26] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:26] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:26] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:27] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:28] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:28] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:28] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:28] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:28] REJECTED | Missing required standalone line: results[tid] = (crc64_context ^ 0xFFFFFFFFFFFFFFFFUL);
[2026-04-17 11:17:28] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:29] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:29] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:30] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:30] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:30] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:30] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:30] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:30] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:31] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:32] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:32] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:33] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:33] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:33] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:34] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:34] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:34] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:34] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:34] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:35] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:35] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:36] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:36] REJECTED | Timeout
[2026-04-17 11:17:36] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:37] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:37] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:37] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:37] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:37] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:37] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:37] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:38] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:38] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:38] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:38] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:38] REJECTED | Missing required standalone line: results[tid] = (crc64_context ^ 0xFFFFFFFFFFFFFFFFUL);
[2026-04-17 11:17:38] REJECTED | Missing required standalone line: results[tid] = (crc64_context ^ 0xFFFFFFFFFFFFFFFFUL);
[2026-04-17 11:17:38] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:39] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:39] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:40] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:40] REJECTED | Missing required standalone line: results[tid] = (crc64_context ^ 0xFFFFFFFFFFFFFFFFUL);
[2026-04-17 11:17:40] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:40] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:40] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:40] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:40] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:41] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:41] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:41] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:42] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:42] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:42] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:43] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:43] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:43] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:43] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:43] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:44] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:44] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:44] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:44] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:44] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:44] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:44] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:44] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:45] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:45] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:45] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:46] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:46] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:46] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-17 11:17:46] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-17 11:17:46] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:46] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:46] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:47] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:47] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:47] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:47] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:47] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:47] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:47] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:47] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:47] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:48] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:48] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:48] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:48] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:48] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:49] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:49] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:49] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:49] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:49] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:50] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:51] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:52] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:52] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:52] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:52] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:52] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:53] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:53] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:53] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:54] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:54] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:54] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:55] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:55] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:55] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:55] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:56] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:57] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:58] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:58] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:58] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:59] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:59] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:59] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:59] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:59] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:17:59] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:59] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:17:59] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:00] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:01] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:01] REJECTED | Timeout
[2026-04-17 11:18:01] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:01] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:01] REJECTED | Timeout
[2026-04-17 11:18:01] REJECTED | Missing required standalone line: results[tid] = (crc64_context ^ 0xFFFFFFFFFFFFFFFFUL);
[2026-04-17 11:18:02] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:02] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:02] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:02] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:02] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:02] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:02] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:02] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:03] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:03] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:03] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:03] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:04] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:04] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:04] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:04] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:04] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:04] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:05] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:05] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:05] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:05] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:05] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:05] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:06] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:06] REJECTED | Driver structure corrupted or modified
[2026-04-17 11:18:06] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:06] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:07] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:07] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:07] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:07] REJECTED | Bug -O1 Compile Fail
[2026-04-17 11:18:07] REJECTED | Driver structure corrupted or modified
