[2026-04-10 09:37:21] INTERESTING | Clean Mismatch Found!
[2026-04-11 12:30:18] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:18] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:18] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:18] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:18] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:18] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:18] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:18] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:18] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:18] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:18] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:18] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:18] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:19] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:19] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:19] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:19] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:19] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:20] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:20] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:20] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:20] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:20] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:20] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:20] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:20] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:20] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:21] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:21] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:21] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:21] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:21] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:21] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:21] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:21] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:21] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:22] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:22] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:22] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:22] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:22] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:22] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:22] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:22] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:22] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:22] REJECTED | Missing required standalone line: results[tid] = (crc64_context ^ 0xFFFFFFFFFFFFFFFFUL);
[2026-04-11 12:30:22] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:23] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:23] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:23] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:23] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:23] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:23] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:23] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:23] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:23] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:23] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:24] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:24] INTERESTING | Clean Mismatch Found!
[2026-04-11 12:30:24] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:24] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:24] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:24] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:25] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:25] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:25] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:25] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:25] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:25] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:25] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:25] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:25] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:26] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:26] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:26] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:26] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:26] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:26] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:26] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:26] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:26] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:26] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:26] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:26] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:26] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:26] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:27] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:27] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:27] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:27] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:27] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:27] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:27] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:28] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:28] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:28] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:28] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:29] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:29] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:29] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:29] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:29] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:29] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:29] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:29] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:29] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:30] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:30] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:30] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:30] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:30] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:30] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:30] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:30] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:30] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:31] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:39] REJECTED | Timeout
[2026-04-11 12:30:39] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:40] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:41] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:41] REJECTED | Timeout
[2026-04-11 12:30:41] REJECTED | Timeout
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:42] REJECTED | Missing required standalone line: results[tid] = (crc64_context ^ 0xFFFFFFFFFFFFFFFFUL);
[2026-04-11 12:30:42] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:42] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:43] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:43] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:43] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:43] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:43] REJECTED | Missing required standalone line: results[tid] = (crc64_context ^ 0xFFFFFFFFFFFFFFFFUL);
[2026-04-11 12:30:43] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:43] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:43] REJECTED | Timeout
[2026-04-11 12:30:43] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:43] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:43] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:43] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:43] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:43] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:43] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:43] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:44] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:44] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:44] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:44] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:44] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:44] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:44] REJECTED | Missing required standalone line: results[tid] = (crc64_context ^ 0xFFFFFFFFFFFFFFFFUL);
[2026-04-11 12:30:44] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:44] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:44] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:44] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:44] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:44] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:45] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:45] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:45] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:45] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:45] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:45] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:45] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:45] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:46] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:46] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:46] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:46] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:46] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:46] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:47] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:47] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:47] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:47] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:47] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:47] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:47] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:47] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:48] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:48] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:48] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:48] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:48] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:48] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:49] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:49] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:49] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:50] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:50] REJECTED | Missing required standalone line: results[tid] = (crc64_context ^ 0xFFFFFFFFFFFFFFFFUL);
[2026-04-11 12:30:50] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:51] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:51] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:52] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:52] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:52] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:52] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:52] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:52] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:53] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:53] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:53] REJECTED | Bug lost (CRCs match)
[2026-04-11 12:30:53] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:53] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:54] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:55] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:55] REJECTED | Bug lost (CRCs match)
[2026-04-11 12:30:55] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:55] REJECTED | Timeout
[2026-04-11 12:30:55] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:55] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:56] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:56] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:56] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:56] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:56] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:56] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:57] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:57] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:57] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:57] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:30:57] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:57] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:57] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:57] REJECTED | Missing required standalone line: results[tid] = (crc64_context ^ 0xFFFFFFFFFFFFFFFFUL);
[2026-04-11 12:30:58] REJECTED | Missing required standalone line: results[tid] = (crc64_context ^ 0xFFFFFFFFFFFFFFFFUL);
[2026-04-11 12:30:58] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:30:59] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:30:59] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:00] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:01] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:01] REJECTED | Missing required standalone line: results[tid] = (crc64_context ^ 0xFFFFFFFFFFFFFFFFUL);
[2026-04-11 12:31:01] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:01] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:01] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:02] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:02] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:02] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:03] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:03] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:03] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:04] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:05] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:05] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:05] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:05] REJECTED | Timeout
[2026-04-11 12:31:05] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:06] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:06] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:06] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:06] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:06] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:07] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:07] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:07] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:07] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:07] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:07] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:07] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:08] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:08] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:08] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:08] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:09] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:09] REJECTED | Timeout
[2026-04-11 12:31:09] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:09] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:09] REJECTED | Timeout
[2026-04-11 12:31:09] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:09] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:09] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:09] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:09] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:09] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:09] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:09] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:10] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:10] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:10] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:10] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:10] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:10] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:10] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:10] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:10] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:10] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:10] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:10] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:10] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:11] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:11] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:11] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:11] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:11] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:11] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:11] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:11] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:11] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:11] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:11] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:12] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:12] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:12] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:12] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:12] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:12] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:12] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:12] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:12] REJECTED | Missing required standalone line: uint64_t crc64_context = 0xFFFFFFFFFFFFFFFFUL;
[2026-04-11 12:31:12] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:12] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:12] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:12] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:12] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:13] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:13] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:13] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:13] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:13] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:13] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:13] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:13] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:13] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:13] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:13] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:13] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:13] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:13] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:14] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:14] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:14] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:14] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:14] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:14] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:14] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:14] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:14] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:14] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:15] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:15] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:15] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:15] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:15] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:15] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:16] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:16] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:16] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:16] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:16] REJECTED | Bug -O2 Compile Fail
[2026-04-11 12:31:16] REJECTED | Driver structure corrupted or modified
[2026-04-11 12:31:16] REJECTED | Driver structure corrupted or modified
